"";"Native";"Bytes";"Description"
"600";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E62>";"\xF0\x9F\x92\x8B";"KISS MARK"
"601";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E63>";"\xF0\x9F\x92\x8C";"LOVE LETTER"
"602";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E64>";"\xF0\x9F\x92\x8D";"RING"
"603";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E65>";"\xF0\x9F\x92\x8E";"GEM STONE"
"604";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E66>";"\xF0\x9F\x92\x8F";"KISS"
"605";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E30>";"\xF0\x9F\x92\x90";"BOUQUET"
"606";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E31>";"\xF0\x9F\x92\x91";"COUPLE WITH HEART"
"607";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E32>";"\xF0\x9F\x92\x92";"WEDDING"
"608";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E33>";"\xF0\x9F\x92\x93";"BEATING HEART"
"609";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E34>";"\xF0\x9F\x92\x94";"BROKEN HEART"
"610";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E35>";"\xF0\x9F\x92\x95";"TWO HEARTS"
"611";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E36>";"\xF0\x9F\x92\x96";"SPARKLING HEART"
"612";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37>";"\xF0\x9F\x92\x97";"GROWING HEART"
"613";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E38>";"\xF0\x9F\x92\x98";"HEART WITH ARROW"
"614";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>";"\xF0\x9F\x92\x99";"BLUE HEART"
"615";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E61>";"\xF0\x9F\x92\x9A";"GREEN HEART"
"616";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";"\xF0\x9F\x92\x9B";"YELLOW HEART"
"617";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E63>";"\xF0\x9F\x92\x9C";"PURPLE HEART"
"618";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E64>";"\xF0\x9F\x92\x9D";"HEART WITH RIBBON"
"619";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E65>";"\xF0\x9F\x92\x9E";"REVOLVING HEARTS"
"620";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E66>";"\xF0\x9F\x92\x9F";"HEART DECORATION"
"621";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E30>";"\xF0\x9F\x92\xA0";"DIAMOND SHAPE WITH A DOT INSIDE"
"622";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E31>";"\xF0\x9F\x92\xA1";"ELECTRIC LIGHT BULB"
"623";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E32>";"\xF0\x9F\x92\xA2";"ANGER SYMBOL"
"624";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E33>";"\xF0\x9F\x92\xA3";"BOMB"
"625";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E34>";"\xF0\x9F\x92\xA4";"SLEEPING SYMBOL"
"626";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35>";"\xF0\x9F\x92\xA5";"COLLISION SYMBOL"
"627";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36>";"\xF0\x9F\x92\xA6";"SPLASHING SWEAT SYMBOL"
"628";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E37>";"\xF0\x9F\x92\xA7";"DROPLET"
"629";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E38>";"\xF0\x9F\x92\xA8";"DASH SYMBOL"
"630";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E39>";"\xF0\x9F\x92\xA9";"PILE OF POO"
"631";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61>";"\xF0\x9F\x92\xAA";"FLEXED BICEPS"
"632";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E62>";"\xF0\x9F\x92\xAB";"DIZZY SYMBOL"
"633";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E63>";"\xF0\x9F\x92\xAC";"SPEECH BALLOON"
"634";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E65>";"\xF0\x9F\x92\xAE";"WHITE FLOWER"
"635";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E66>";"\xF0\x9F\x92\xAF";"HUNDRED POINTS SYMBOL"
"636";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E30>";"\xF0\x9F\x92\xB0";"MONEY BAG"
"637";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E31>";"\xF0\x9F\x92\xB1";"CURRENCY EXCHANGE"
"638";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E32>";"\xF0\x9F\x92\xB2";"HEAVY DOLLAR SIGN"
"639";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E33>";"\xF0\x9F\x92\xB3";"CREDIT CARD"
"640";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E34>";"\xF0\x9F\x92\xB4";"BANKNOTE WITH YEN SIGN"
"641";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E35>";"\xF0\x9F\x92\xB5";"BANKNOTE WITH DOLLAR SIGN"
"642";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E38>";"\xF0\x9F\x92\xB8";"MONEY WITH WINGS"
"643";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E39>";"\xF0\x9F\x92\xB9";"CHART WITH UPWARDS TREND AND YEN SIGN"
"644";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E61>";"\xF0\x9F\x92\xBA";"SEAT"
"645";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E62>";"\xF0\x9F\x92\xBB";"PERSONAL COMPUTER"
"646";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E63>";"\xF0\x9F\x92\xBC";"BRIEFCASE"
"647";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E64>";"\xF0\x9F\x92\xBD";"MINIDISC"
"648";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E65>";"\xF0\x9F\x92\xBE";"FLOPPY DISK"
"649";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E66>";"\xF0\x9F\x92\xBF";"OPTICAL DISC"
"650";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E30>";"\xF0\x9F\x93\x80";"DVD"
"651";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E31>";"\xF0\x9F\x93\x81";"FILE FOLDER"
"652";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E32>";"\xF0\x9F\x93\x82";"OPEN FILE FOLDER"
"653";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E33>";"\xF0\x9F\x93\x83";"PAGE WITH CURL"
"654";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E34>";"\xF0\x9F\x93\x84";"PAGE FACING UP"
"655";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E35>";"\xF0\x9F\x93\x85";"CALENDAR"
"656";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E36>";"\xF0\x9F\x93\x86";"TEAR-OFF CALENDAR"
"657";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E37>";"\xF0\x9F\x93\x87";"CARD INDEX"
"658";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E38>";"\xF0\x9F\x93\x88";"CHART WITH UPWARDS TREND"
"659";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E39>";"\xF0\x9F\x93\x89";"CHART WITH DOWNWARDS TREND"
"660";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E61>";"\xF0\x9F\x93\x8A";"BAR CHART"
"661";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E62>";"\xF0\x9F\x93\x8B";"CLIPBOARD"
"662";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E63>";"\xF0\x9F\x93\x8C";"PUSHPIN"
"663";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E64>";"\xF0\x9F\x93\x8D";"ROUND PUSHPIN"
"664";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E65>";"\xF0\x9F\x93\x8E";"PAPERCLIP"
"665";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+383C><U+3E66>";"\xF0\x9F\x93\x8F";"STRAIGHT RULER"
"666";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E30>";"\xF0\x9F\x93\x90";"TRIANGULAR RULER"
"667";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E31>";"\xF0\x9F\x93\x91";"BOOKMARK TABS"
"668";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E32>";"\xF0\x9F\x93\x92";"LEDGER"
"669";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E33>";"\xF0\x9F\x93\x93";"NOTEBOOK"
"670";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E34>";"\xF0\x9F\x93\x94";"NOTEBOOK WITH DECORATIVE COVER"
"671";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E35>";"\xF0\x9F\x93\x95";"CLOSED BOOK"
"672";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E36>";"\xF0\x9F\x93\x96";"OPEN BOOK"
"673";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E37>";"\xF0\x9F\x93\x97";"GREEN BOOK"
"674";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E38>";"\xF0\x9F\x93\x98";"BLUE BOOK"
"675";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E39>";"\xF0\x9F\x93\x99";"ORANGE BOOK"
"676";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E61>";"\xF0\x9F\x93\x9A";"BOOKS"
"677";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E62>";"\xF0\x9F\x93\x9B";"NAME BADGE"
"678";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E63>";"\xF0\x9F\x93\x9C";"SCROLL"
"679";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E64>";"\xF0\x9F\x93\x9D";"MEMO"
"680";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E65>";"\xF0\x9F\x93\x9E";"TELEPHONE RECEIVER"
"681";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E66>";"\xF0\x9F\x93\x9F";"PAGER"
"682";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E30>";"\xF0\x9F\x93\xA0";"FAX MACHINE"
"683";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E31>";"\xF0\x9F\x93\xA1";"SATELLITE ANTENNA"
"684";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E32>";"\xF0\x9F\x93\xA2";"PUBLIC ADDRESS LOUDSPEAKER"
"685";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E33>";"\xF0\x9F\x93\xA3";"CHEERING MEGAPHONE"
"686";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E34>";"\xF0\x9F\x93\xA4";"OUTBOX TRAY"
"687";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E35>";"\xF0\x9F\x93\xA5";"INBOX TRAY"
"688";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E36>";"\xF0\x9F\x93\xA6";"PACKAGE"
"689";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E37>";"\xF0\x9F\x93\xA7";"E-MAIL SYMBOL"
"690";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E38>";"\xF0\x9F\x93\xA8";"INCOMING ENVELOPE"
"691";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E39>";"\xF0\x9F\x93\xA9";"ENVELOPE WITH DOWNWARDS ARROW ABOVE"
"692";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E61>";"\xF0\x9F\x93\xAA";"CLOSED MAILBOX WITH LOWERED FLAG"
"693";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E62>";"\xF0\x9F\x93\xAB";"CLOSED MAILBOX WITH RAISED FLAG"
"694";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E65>";"\xF0\x9F\x93\xAE";"POSTBOX"
"695";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E30>";"\xF0\x9F\x93\xB0";"NEWSPAPER"
"696";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E31>";"\xF0\x9F\x93\xB1";"MOBILE PHONE"
"697";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E32>";"\xF0\x9F\x93\xB2";"MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT"
"698";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E33>";"\xF0\x9F\x93\xB3";"VIBRATION MODE"
"699";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E34>";"\xF0\x9F\x93\xB4";"MOBILE PHONE OFF"
"700";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E36>";"\xF0\x9F\x93\xB6";"ANTENNA WITH BARS"
"701";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E37>";"\xF0\x9F\x93\xB7";"CAMERA"
"702";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E39>";"\xF0\x9F\x93\xB9";"VIDEO CAMERA"
"703";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E61>";"\xF0\x9F\x93\xBA";"TELEVISION"
"704";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E62>";"\xF0\x9F\x93\xBB";"RADIO"
"705";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E63>";"\xF0\x9F\x93\xBC";"VIDEOCASSETTE"
"706";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E33>";"\xF0\x9F\x94\x83";"CLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS"
"707";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E61>";"\xF0\x9F\x94\x8A";"SPEAKER WITH THREE SOUND WAVES"
"708";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E62>";"\xF0\x9F\x94\x8B";"BATTERY"
"709";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E63>";"\xF0\x9F\x94\x8C";"ELECTRIC PLUG"
"710";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E64>";"\xF0\x9F\x94\x8D";"LEFT-POINTING MAGNIFYING GLASS"
"711";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E65>";"\xF0\x9F\x94\x8E";"RIGHT-POINTING MAGNIFYING GLASS"
"712";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E66>";"\xF0\x9F\x94\x8F";"LOCK WITH INK PEN"
"713";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E30>";"\xF0\x9F\x94\x90";"CLOSED LOCK WITH KEY"
"714";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E31>";"\xF0\x9F\x94\x91";"KEY"
"715";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E32>";"\xF0\x9F\x94\x92";"LOCK"
"716";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E33>";"\xF0\x9F\x94\x93";"OPEN LOCK"
"717";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34>";"\xF0\x9F\x94\x94";"BELL"
"718";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E36>";"\xF0\x9F\x94\x96";"BOOKMARK"
"719";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E37>";"\xF0\x9F\x94\x97";"LINK SYMBOL"
"720";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E38>";"\xF0\x9F\x94\x98";"RADIO BUTTON"
"721";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E39>";"\xF0\x9F\x94\x99";"BACK WITH LEFTWARDS ARROW ABOVE"
"722";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E61>";"\xF0\x9F\x94\x9A";"END WITH LEFTWARDS ARROW ABOVE"
"723";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E62>";"\xF0\x9F\x94\x9B";"ON WITH EXCLAMATION MARK WITH LEFT RIGHT ARROW ABOVE"
"724";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E63>";"\xF0\x9F\x94\x9C";"SOON WITH RIGHTWARDS ARROW ABOVE"
"725";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64>";"\xF0\x9F\x94\x9D";"TOP WITH UPWARDS ARROW ABOVE"
"726";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E65>";"\xF0\x9F\x94\x9E";"NO ONE UNDER EIGHTEEN SYMBOL"
"727";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E66>";"\xF0\x9F\x94\x9F";"KEYCAP TEN"
"728";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E30>";"\xF0\x9F\x94\xA0";"INPUT SYMBOL FOR LATIN CAPITAL LETTERS"
"729";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E31>";"\xF0\x9F\x94\xA1";"INPUT SYMBOL FOR LATIN SMALL LETTERS"
"730";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E32>";"\xF0\x9F\x94\xA2";"INPUT SYMBOL FOR NUMBERS"
"731";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>";"\xF0\x9F\x94\xA3";"INPUT SYMBOL FOR SYMBOLS"
"732";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E34>";"\xF0\x9F\x94\xA4";"INPUT SYMBOL FOR LATIN LETTERS"
"733";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>";"\xF0\x9F\x94\xA5";"FIRE"
"734";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E36>";"\xF0\x9F\x94\xA6";"ELECTRIC TORCH"
