;time_stamp;Name;Train_News;Train_Spam;Test_News;Test_Spam;True_News;True_Spam;False_News;False_Spam;Accuracy;Kappa;News_TPR;News_FPR;News_Prec;News_Recall;News_F1;Spam_TPR;Spam_FPR;Spam_Prec;Spam_Recall;Spam_F1
274;2017_08_02_23:31:26;SVC;982.0;961.0;409.0;424.0;329.0;333.0;91.0;80.0;79.47;58.95;0.8;0.21;0.78;0.8;0.79;0.79;0.2;0.81;0.79;0.8
275;2017_08_02_23:31:26;SGD;982.0;961.0;409.0;424.0;359.0;339.0;85.0;50.0;83.79;67.63;0.88;0.2;0.81;0.88;0.84;0.8;0.12;0.87;0.8;0.83
276;2017_08_02_23:31:26;MLP;982.0;961.0;409.0;424.0;357.0;362.0;62.0;52.0;86.31;72.63;0.87;0.15;0.85;0.87;0.86;0.85;0.13;0.87;0.85;0.86
277;2017_08_02_23:31:26;RandomForest;982.0;961.0;409.0;424.0;347.0;367.0;57.0;62.0;85.71;71.41;0.85;0.13;0.86;0.85;0.85;0.87;0.15;0.86;0.87;0.86
278;2017_08_02_23:31:26;AdaBoost;982.0;961.0;409.0;424.0;260.0;388.0;36.0;149.0;77.79;55.35;0.64;0.08;0.88;0.64;0.74;0.92;0.36;0.72;0.92;0.81
279;2017_08_02_23:31:26;Vote;982.0;961.0;409.0;424.0;365.0;365.0;59.0;44.0;87.64;75.28;0.89;0.14;0.86;0.89;0.87;0.86;0.11;0.89;0.86;0.87
280;2017_08_02_23:16:29;LogisticRegression;940.0;1003.0;451.0;382.0;362.0;338.0;44.0;89.0;84.03;68.13;0.8;0.12;0.89;0.8;0.84;0.88;0.2;0.79;0.88;0.83
281;2017_08_02_23:16:29;NaiveBayes;940.0;1003.0;451.0;382.0;399.0;320.0;62.0;52.0;86.31;72.38;0.88;0.16;0.87;0.88;0.87;0.84;0.12;0.86;0.84;0.85
282;2017_08_02_23:16:29;MultinomialNB;940.0;1003.0;451.0;382.0;401.0;316.0;66.0;50.0;86.07;71.87;0.89;0.17;0.86;0.89;0.87;0.83;0.11;0.86;0.83;0.84
283;2017_08_02_23:16:29;BernoulliNB;940.0;1003.0;451.0;382.0;397.0;326.0;56.0;54.0;86.79;73.4;0.88;0.15;0.88;0.88;0.88;0.85;0.12;0.86;0.85;0.85
284;2017_08_02_23:16:29;LinearSVC;940.0;1003.0;451.0;382.0;368.0;320.0;62.0;83.0;82.59;65.09;0.82;0.16;0.86;0.82;0.84;0.84;0.18;0.79;0.84;0.81
285;2017_08_02_23:16:29;SVC;940.0;1003.0;451.0;382.0;368.0;317.0;65.0;83.0;82.23;64.35;0.82;0.17;0.85;0.82;0.83;0.83;0.18;0.79;0.83;0.81
286;2017_08_02_23:16:29;SVC;940.0;1003.0;451.0;382.0;0.0;382.0;0.0;451.0;45.86;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.46;1.0;0.63
287;2017_08_02_23:16:29;SVC;940.0;1003.0;451.0;382.0;10.0;382.0;0.0;441.0;47.06;2.04;0.02;0.0;1.0;0.02;0.04;1.0;0.98;0.46;1.0;0.63
288;2017_08_02_23:16:29;SVC;940.0;1003.0;451.0;382.0;350.0;297.0;85.0;101.0;77.67;55.18;0.78;0.22;0.8;0.78;0.79;0.78;0.22;0.75;0.78;0.76
289;2017_08_02_23:16:29;SGD;940.0;1003.0;451.0;382.0;350.0;330.0;52.0;101.0;81.63;63.37;0.78;0.14;0.87;0.78;0.82;0.86;0.22;0.77;0.86;0.81
290;2017_08_02_23:16:29;MLP;940.0;1003.0;451.0;382.0;371.0;334.0;48.0;80.0;84.63;69.25;0.82;0.13;0.89;0.82;0.85;0.87;0.18;0.81;0.87;0.84
291;2017_08_02_23:16:29;RandomForest;940.0;1003.0;451.0;382.0;392.0;307.0;75.0;59.0;83.91;67.5;0.87;0.2;0.84;0.87;0.85;0.8;0.13;0.84;0.8;0.82
292;2017_08_02_23:16:29;AdaBoost;940.0;1003.0;451.0;382.0;274.0;341.0;41.0;177.0;73.83;48.69;0.61;0.11;0.87;0.61;0.72;0.89;0.39;0.66;0.89;0.76
293;2017_08_02_23:16:29;Vote;940.0;1003.0;451.0;382.0;375.0;336.0;46.0;76.0;85.35;70.68;0.83;0.12;0.89;0.83;0.86;0.88;0.17;0.82;0.88;0.85
294;2017_08_02_23:01:28;LogisticRegression;979.0;964.0;412.0;421.0;338.0;371.0;50.0;74.0;85.11;70.21;0.82;0.12;0.87;0.82;0.84;0.88;0.18;0.83;0.88;0.85
295;2017_08_02_23:01:28;NaiveBayes;979.0;964.0;412.0;421.0;366.0;356.0;65.0;46.0;86.67;73.36;0.89;0.15;0.85;0.89;0.87;0.85;0.11;0.89;0.85;0.87
296;2017_08_02_23:01:28;MultinomialNB;979.0;964.0;412.0;421.0;370.0;343.0;78.0;42.0;85.59;71.21;0.9;0.19;0.83;0.9;0.86;0.81;0.1;0.89;0.81;0.85
297;2017_08_02_23:01:28;BernoulliNB;979.0;964.0;412.0;421.0;370.0;346.0;75.0;42.0;85.95;71.93;0.9;0.18;0.83;0.9;0.86;0.82;0.1;0.89;0.82;0.85
298;2017_08_02_23:01:28;LinearSVC;979.0;964.0;412.0;421.0;332.0;353.0;68.0;80.0;82.23;64.45;0.81;0.16;0.83;0.81;0.82;0.84;0.19;0.82;0.84;0.83
299;2017_08_02_23:01:28;SVC;979.0;964.0;412.0;421.0;330.0;348.0;73.0;82.0;81.39;62.77;0.8;0.17;0.82;0.8;0.81;0.83;0.2;0.81;0.83;0.82
300;2017_08_02_23:01:28;SVC;979.0;964.0;412.0;421.0;412.0;0.0;421.0;0.0;49.46;0.0;1.0;1.0;0.49;1.0;0.66;0.0;0.0;0.0;0.0;0.0
301;2017_08_02_23:01:28;SVC;979.0;964.0;412.0;421.0;411.0;10.0;411.0;1.0;50.54;2.11;1.0;0.98;0.5;1.0;0.67;0.02;0.0;0.91;0.02;0.04
302;2017_08_02_23:01:28;SVC;979.0;964.0;412.0;421.0;322.0;320.0;101.0;90.0;77.07;54.15;0.78;0.24;0.76;0.78;0.77;0.76;0.22;0.78;0.76;0.77
303;2017_08_02_23:01:28;SGD;979.0;964.0;412.0;421.0;346.0;340.0;81.0;66.0;82.35;64.72;0.84;0.19;0.81;0.84;0.82;0.81;0.16;0.84;0.81;0.82
304;2017_08_02_23:01:28;MLP;979.0;964.0;412.0;421.0;343.0;368.0;53.0;69.0;85.35;70.69;0.83;0.13;0.87;0.83;0.85;0.87;0.17;0.84;0.87;0.85
305;2017_08_02_23:01:28;RandomForest;979.0;964.0;412.0;421.0;332.0;364.0;57.0;80.0;83.55;67.08;0.81;0.14;0.85;0.81;0.83;0.86;0.19;0.82;0.86;0.84
306;2017_08_02_23:01:28;AdaBoost;979.0;964.0;412.0;421.0;220.0;386.0;35.0;192.0;72.75;45.27;0.53;0.08;0.86;0.53;0.66;0.92;0.47;0.67;0.92;0.78
307;2017_08_02_23:01:28;Vote;979.0;964.0;412.0;421.0;352.0;367.0;54.0;60.0;86.31;72.62;0.85;0.13;0.87;0.85;0.86;0.87;0.15;0.86;0.87;0.86
308;2017_08_02_22:46:30;LogisticRegression;974.0;969.0;417.0;416.0;338.0;366.0;50.0;79.0;84.51;69.03;0.81;0.12;0.87;0.81;0.84;0.88;0.19;0.82;0.88;0.85
309;2017_08_02_22:46:30;NaiveBayes;974.0;969.0;417.0;416.0;374.0;352.0;64.0;43.0;87.15;74.31;0.9;0.15;0.85;0.9;0.87;0.85;0.1;0.89;0.85;0.87
310;2017_08_02_22:46:30;MultinomialNB;974.0;969.0;417.0;416.0;372.0;348.0;68.0;45.0;86.43;72.87;0.89;0.16;0.85;0.89;0.87;0.84;0.11;0.89;0.84;0.86
311;2017_08_02_22:46:30;BernoulliNB;974.0;969.0;417.0;416.0;371.0;349.0;67.0;46.0;86.43;72.87;0.89;0.16;0.85;0.89;0.87;0.84;0.11;0.88;0.84;0.86
312;2017_08_02_22:46:30;LinearSVC;974.0;969.0;417.0;416.0;333.0;357.0;59.0;84.0;82.83;65.67;0.8;0.14;0.85;0.8;0.82;0.86;0.2;0.81;0.86;0.83
313;2017_08_02_22:46:30;SVC;974.0;969.0;417.0;416.0;332.0;351.0;65.0;85.0;81.99;63.99;0.8;0.16;0.84;0.8;0.82;0.84;0.2;0.81;0.84;0.82
314;2017_08_02_22:46:30;SVC;974.0;969.0;417.0;416.0;417.0;0.0;416.0;0.0;50.06;0.0;1.0;1.0;0.5;1.0;0.67;0.0;0.0;0.0;0.0;0.0
315;2017_08_02_22:46:30;SVC;974.0;969.0;417.0;416.0;416.0;8.0;408.0;1.0;50.9;1.69;1.0;0.98;0.5;1.0;0.67;0.02;0.0;0.89;0.02;0.04
316;2017_08_02_22:46:30;SVC;974.0;969.0;417.0;416.0;298.0;345.0;71.0;119.0;77.19;54.39;0.71;0.17;0.81;0.71;0.76;0.83;0.29;0.74;0.83;0.78
317;2017_08_02_22:46:30;SGD;974.0;969.0;417.0;416.0;325.0;356.0;60.0;92.0;81.75;63.51;0.78;0.14;0.84;0.78;0.81;0.86;0.22;0.79;0.86;0.82
318;2017_08_02_22:46:30;MLP;974.0;969.0;417.0;416.0;336.0;366.0;50.0;81.0;84.27;68.55;0.81;0.12;0.87;0.81;0.84;0.88;0.19;0.82;0.88;0.85
319;2017_08_02_22:46:30;RandomForest;974.0;969.0;417.0;416.0;320.0;364.0;52.0;97.0;82.11;64.23;0.77;0.12;0.86;0.77;0.81;0.88;0.23;0.79;0.88;0.83
320;2017_08_02_22:46:30;AdaBoost;974.0;969.0;417.0;416.0;237.0;376.0;40.0;180.0;73.59;47.2;0.57;0.1;0.86;0.57;0.69;0.9;0.43;0.68;0.9;0.77
321;2017_08_02_22:46:30;Vote;974.0;969.0;417.0;416.0;346.0;365.0;51.0;71.0;85.35;70.71;0.83;0.12;0.87;0.83;0.85;0.88;0.17;0.84;0.88;0.86
322;2017_08_02_22:31:29;LogisticRegression;970.0;973.0;421.0;412.0;353.0;349.0;63.0;68.0;84.27;68.55;0.84;0.15;0.85;0.84;0.84;0.85;0.16;0.84;0.85;0.84
323;2017_08_02_22:31:29;NaiveBayes;970.0;973.0;421.0;412.0;380.0;331.0;81.0;41.0;85.35;70.67;0.9;0.2;0.82;0.9;0.86;0.8;0.1;0.89;0.8;0.84
324;2017_08_02_22:31:29;MultinomialNB;970.0;973.0;421.0;412.0;381.0;327.0;85.0;40.0;84.99;69.95;0.9;0.21;0.82;0.9;0.86;0.79;0.1;0.89;0.79;0.84
325;2017_08_02_22:31:29;BernoulliNB;970.0;973.0;421.0;412.0;380.0;330.0;82.0;41.0;85.23;70.43;0.9;0.2;0.82;0.9;0.86;0.8;0.1;0.89;0.8;0.84
326;2017_08_02_22:31:29;LinearSVC;970.0;973.0;421.0;412.0;351.0;348.0;64.0;70.0;83.91;67.83;0.83;0.16;0.85;0.83;0.84;0.84;0.17;0.83;0.84;0.83
327;2017_08_02_22:31:29;SVC;970.0;973.0;421.0;412.0;352.0;348.0;64.0;69.0;84.03;68.07;0.84;0.16;0.85;0.84;0.84;0.84;0.16;0.83;0.84;0.83
328;2017_08_02_22:31:29;SVC;970.0;973.0;421.0;412.0;0.0;412.0;0.0;421.0;49.46;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.49;1.0;0.66
329;2017_08_02_22:31:29;SVC;970.0;973.0;421.0;412.0;11.0;410.0;2.0;410.0;50.54;2.11;0.03;0.0;0.85;0.03;0.06;1.0;0.97;0.5;1.0;0.67
330;2017_08_02_22:31:29;SVC;970.0;973.0;421.0;412.0;339.0;328.0;84.0;82.0;80.07;60.14;0.81;0.2;0.8;0.81;0.8;0.8;0.19;0.8;0.8;0.8
331;2017_08_02_22:31:29;SGD;970.0;973.0;421.0;412.0;327.0;365.0;47.0;94.0;83.07;66.18;0.78;0.11;0.87;0.78;0.82;0.89;0.22;0.8;0.89;0.84
332;2017_08_02_22:31:29;MLP;970.0;973.0;421.0;412.0;357.0;348.0;64.0;64.0;84.63;69.26;0.85;0.16;0.85;0.85;0.85;0.84;0.15;0.84;0.84;0.84
333;2017_08_02_22:31:29;RandomForest;970.0;973.0;421.0;412.0;345.0;352.0;60.0;76.0;83.67;67.36;0.82;0.15;0.85;0.82;0.83;0.85;0.18;0.82;0.85;0.83
334;2017_08_02_22:31:29;AdaBoost;970.0;973.0;421.0;412.0;233.0;384.0;28.0;188.0;74.07;48.35;0.55;0.07;0.89;0.55;0.68;0.93;0.45;0.67;0.93;0.78
335;2017_08_02_22:31:29;Vote;970.0;973.0;421.0;412.0;363.0;355.0;57.0;58.0;86.19;72.39;0.86;0.14;0.86;0.86;0.86;0.86;0.14;0.86;0.86;0.86
336;2017_08_02_22:16:24;LogisticRegression;1005.0;938.0;386.0;447.0;336.0;383.0;64.0;50.0;86.31;72.55;0.87;0.14;0.84;0.87;0.85;0.86;0.13;0.88;0.86;0.87
337;2017_08_02_22:16:24;NaiveBayes;1005.0;938.0;386.0;447.0;357.0;366.0;81.0;29.0;86.79;73.69;0.92;0.18;0.82;0.92;0.87;0.82;0.08;0.93;0.82;0.87
338;2017_08_02_22:16:24;MultinomialNB;1005.0;938.0;386.0;447.0;356.0;366.0;81.0;30.0;86.67;73.45;0.92;0.18;0.81;0.92;0.86;0.82;0.08;0.92;0.82;0.87
339;2017_08_02_22:16:24;BernoulliNB;1005.0;938.0;386.0;447.0;359.0;359.0;88.0;27.0;86.19;72.54;0.93;0.2;0.8;0.93;0.86;0.8;0.07;0.93;0.8;0.86
340;2017_08_02_22:16:24;LinearSVC;1005.0;938.0;386.0;447.0;328.0;366.0;81.0;58.0;83.31;66.58;0.85;0.18;0.8;0.85;0.82;0.82;0.15;0.86;0.82;0.84
341;2017_08_02_22:16:24;SVC;1005.0;938.0;386.0;447.0;330.0;364.0;83.0;56.0;83.31;66.61;0.85;0.19;0.8;0.85;0.82;0.81;0.15;0.87;0.81;0.84
